country,chain,item,size_label,grams,ml,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,source_url
UK,Subway,HALAL Turkey Rashers (2 slices),1 serving,19,,29,4.8,0,1,0,0,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,HALAL Turkey Sausage Patty,1 serving,50,,71,8,3,2.5,0.5,0.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Ham,1 serving,182,,324,21,42,7.9,3,6.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Ham,1 serving,202,,393,20,51,11,4.9,4.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Ham,1 serving,191,,89,12,4.8,2.3,2.2,3.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Ham & Cheese,1 serving,380,,481,25,53,19,8,2.8,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Ham (2 slices),1 serving,28,,34,5,1,1,0.3,0.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Ham and Cheese,1 serving,151,,380,20,39,16,2.7,6.3,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Ham and Turkey,1 serving,192,,327,23,42,7.4,2.9,6.3,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Ham and Turkey,1 serving,231,,415,26,50,11,4.9,4.8,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Ham and Turkey,1 serving,213,,135,17,4.9,5.3,2.1,3.7,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,"Ham, Turkey & Cheese",1 serving,390,,485,27,52,18,7.9,2.8,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Hash Browns (6 pieces),1 serving,111,,184,2.4,22,11,2.3,1.1,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Hearty Italian Bread,1 serving,75,,206,7.4,39,2.2,2,4.3,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Heinz Baked Beans,1 serving,140,,109,6.6,18,0.3,5.2,6.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Hickory Smoked BBQ sauce,1 serving,14,,24,0.1,5.8,0.1,0.1,5.2,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Honey & Oat Bread,1 serving,85,,192,8.6,33,1.5,5,4.7,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Honey Mustard,1 serving,14,,29,0.3,2.7,1.9,0.2,2.3,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Honey Mustard BBQ Chicken & Bacon,1 serving,258,,430,28,44,15,3.5,12,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Honey Mustard BBQ Chicken & Bacon,1 serving,283,,516,28,56,19,5.3,9.9,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Honey Mustard BBQ Chicken & Bacon,1 serving,326,,263,22,12,13,3.2,10,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Honey Mustard Deli Toastie,1 serving,175,,362,21,41,12,3,8.5,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Italian B.M.T,1 serving,139,,386,20,41,16,2.5,4.8,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Italian B.M.T,1 serving,171,,498,22,50,23,4.4,3.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Italian B.M.T,1 serving,176,,234,16,3.8,17,2,2.2,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Italian Herbs & Cheese Bread,1 serving,101,,283,12,44,6,3,5,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Italian White Bread,1 serving,70,,190,7,36,2.1,2.1,4.2,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Jacket Potato,1 serving,270,,232,7.3,46.9,1.3,7,1.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Jalapenos,1 serving,7,,1,0,0.1,0,0.1,0.1,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Lettuce,1 serving,14,,2,0.2,0.2,0,0.2,0.2,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Lincolnshire Sausage,1 serving,132,,353,16,39,15,2.6,4.8,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Lincolnshire Sausage Patty,1 serving,50,,121,7,3,9,0.5,0.3,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Lincolnshire Sausage and Bacon,1 serving,167,,446,22,43,21,2.7,8.7,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Lite Mayonnaise,1 serving,14,,46,0,0.6,4.9,0,0.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Maple Cured Streaky Bacon (2 slices),1 serving,9,,37,3,0,2.8,0,0.3,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Margherita Slice,Footlong,129,,296,17,25,15,1.6,5.5,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Meatball Marinara & Cheese,1 serving,461,,606,27,61,27,10,8.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Meatball Marinara (Pork & Beef,1 serving,243,,447,23,51,16,5.2,12,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Meatball Marinara (Pork & Beef,1 serving,251,,474,20,59,16,7.1,9.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Meatball Marinara (Pork & Beef,1 serving,260,,215,14,14,11,4.8,8.9,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Meatballs Snack Bowl,1 serving,164,,230,15,19,14,2.6,7.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Nacho Chicken,1 serving,201,,423,18,49,17,3.5,7,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Nacho Chicken Bites (6 Pieces),1 serving,108,,270,16,21,13,1.5,1,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Nacho Chicken Bites (9 Pieces),1 serving,162,,405,24,32,19,2.3,1.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Olives,1 serving,3,,3,0,0,0,0.1,0,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Peppered Cheese (ROI),1 serving,14,,45,3,0.3,3.7,0,0.3,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Pepperoni (3 slices),1 serving,18,,73,3.6,1,6.3,0,0,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Pepperoni Slice,Footlong,137,,353,18,25,21,1.8,5.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Peppers,1 serving,12,,3,0.1,0.5,0,0.2,0.3,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Philly Cheese Steak & Cheese,1 serving,395,,499,25,59,18,8.1,5.9,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Philly Steak,1 serving,165,,297,18,48,3.6,3,8.9,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Philly Steak,1 serving,185,,367,17,57,7.1,4.9,7.1,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Philly Steak,1 serving,194,,107,12,11,1.5,2.6,6.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Philly Steak,1 serving,71,,86,11,8,1.4,0.7,3.9,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Pickles,1 serving,7.5,,1,0,0.1,0,0.1,0,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Plain Tortilla Wrap,1 serving,95,,276,6.7,48,5.7,3.9,2.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Poached Egg,1 serving,50,,62,6.5,0.9,3.6,0.4,0.2,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Poached Egg and Cheese,1 serving,132,,294,16,37,9.1,2.5,4.7,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Pork & Beef Meatballs (in marinara sauce),1 serving,137,,193,13,10,10,2.9,6.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Pork and Beef Meatballs,1 serving,72,,153,12,4,10,1.9,1.3,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Rainbow Cookie,1 serving,45,,214,2,28,9.8,2,18,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Red onions,1 serving,7,,3,0.1,0.6,0,0.1,0.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Roast Chicken Breast Strips,1 serving,71,,85,16,1,1,0,1.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Rotisserie Style Chicken,1 serving,177,,310,22,38,7.6,2.5,5.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Rotisserie Style Chicken,1 serving,190,,354,19,49,7.7,4.3,3.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Rotisserie Style Chicken,1 serving,191,,92,14,3.5,2.1,1.7,2.7,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Rotisserie-Style Chicken,1 serving,56,,71,12,0,2,0,0.1,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Rotisserie-Style Chicken & Cheese,1 serving,380,,484,27,51,19,7.4,2.1,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Salami (3 slices),1 serving,18,,73,4,1,6.3,0,0,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Spiced Plant Patty,1 serving,211,,424,21,51,14,5.1,7.2,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Spiced Plant Patty,1 serving,231,,494,20,60,18,7,5.5,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Spiced Plant Patty,1 serving,232,,232,15,14,12,4.4,4.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Spiced Plant Patty,1 serving,85,,169,11,10,9,2.7,1.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Spiced Plant Patty & Cheese,1 serving,391,,474,19,64,15,10,3.3,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Spicy Italian,1 serving,186,,498,22,43,27,2.7,5.7,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Spicy Italian,1 serving,206,,568,21,51,30,4.6,4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Spicy Italian,1 serving,207,,306,16,5.9,25,2,3.1,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Spicy Italian & Cheese,1 serving,384,,656,26,53,37,7.7,2.1,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Sweet Chilli Sauce,1 serving,14,,30,0,7.5,0,0,6.5,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Sweet Onion sauce,1 serving,14,,23,0.1,5.6,0.1,0.1,4.8,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Sweetcorn,1 serving,7,,6,0.2,0.8,0,0.3,0.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Teriyaki Sauce,1 serving,14,,24,0.4,5.6,0,0,4.1,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Tex Mexan,1 serving,295,,386,26,18,23,3.8,7.5,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Tex Mexan,1 serving,272,,582,31,62,22,5.9,7.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Tex Mexan,1 serving,295,,386,26,18,23,3.8,7.5,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Tex Mexan,1 serving,452,,620,32,63,26,9,5.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Tomato Ketchup,1 serving,14,,14,0.2,3.2,0,0,3.2,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Tomatoes,1 serving,30,,5,0.3,0.8,0,0.4,0.8,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Triple Cheese,1 serving,140,,345,14,44,13,2.5,11,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Tuna (with Lite Mayonaise),1 serving,74,,145,12,2,10,0,1,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Tuna Mayo & Cheese,1 serving,398,,558,26,54,27,7.4,3,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Tuna Mayonaise,1 serving,200,,400,22,43,16,2.4,6.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Tuna Mayonaise,1 serving,208,,427,19,51,16,4.3,4.5,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Tuna Mayonaise,1 serving,209,,166,13,5.9,10,1.7,3.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Turkey,1 serving,183,,312,22,41,6.6,2.7,6.1,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Turkey,1 serving,203,,381,21,50,10,4.6,4.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Turkey,1 serving,204,,119,15,4.4,4.5,1.9,3.5,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Turkey & Cheese,1 serving,381,,469,26,52,18,7.7,2.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Turkey Breast (2 slices),1 serving,38,,38,8,0,0.6,0.2,0.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Vegan CheeZe,1 serving,10,,30,0,1.9,2.4,0,0,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Vegan Double Chocolate Cookie,1 serving,46,,220,2,27,11,2,17,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Veggie Delite,1 serving,163,,227,8.3,42,2.4,3.2,6.6,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Veggie Delite,1 serving,195,,339,9.9,51,9.4,5.1,5.3,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Veggie Delite,1 serving,431,,240,10,28,7.6,10,15,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Veggie Delite,1 serving,405,,428,15,54,17,8.4,4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Waffle Fries (Large),1 serving,150,,276,4.2,34,12,6,0.5,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Waffle Fries (Regular),1 serving,100,,184,2.8,23,8.2,4,0.3,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,White Macadamia Nut Cookie,1 serving,45,,215,2.3,27,10,1,16,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
UK,Subway,Wholegrain Bread,1 serving,76,,157,7.5,27,0.8,4.4,1.4,https://www.subway.com/en-gb/-/media/emea/europe/uk/nutrition/2026/ukiandroinutritionalinformationjan2026.pdf
US,Subway,"12"" Wrap",1 serving,102,,300,8,50,8,2,2,https://www.subway.com/en-us/-/media/northamerica/usa/nutrition/nutritiondocuments/2026/us_nutrition_en_1-2026.pdf
US,Subway,5 Meat Italian,1 serving,450,,1000,66,60,56,3,8,https://www.subway.com/en-us/-/media/northamerica/usa/nutrition/nutritiondocuments/2026/us_nutrition_en_1-2026.pdf
US,Subway,5 Meat Italian,1 serving,471,,610,35,14,47,4,7,https://www.subway.com/en-us/-/media/northamerica/usa/nutrition/nutritiondocuments/2026/us_nutrition_en_1-2026.pdf
US,Subway,5 Meat Italian,1 serving,528,,960,66,17,70,3,8,https://www.subway.com/en-us/-/media/northamerica/usa/nutrition/nutritiondocuments/2026/us_nutrition_en_1-2026.pdf
US,Subway,5 Meat Italian,6-inch,303,,680,40,46,37,3,6,https://www.subway.com/en-us/-/media/northamerica/usa/nutrition/nutritiondocuments/2026/us_nutrition_en_1-2026.pdf
US,Subway,"9"" Wrap (Pocket)",1 serving,52,,150,4,26,3,,0,https://www.subway.com/en-us/-/media/northamerica/usa/nutrition/nutritiondocuments/2026/us_nutrition_en_1-2026.pdf
US,Subway,All American Club,1 serving,333,,760,44,57,39,3,9,https://www.subway.com/en-us/-/media/northamerica/usa/nutrition/nutritiondocuments/2026/us_nutrition_en_1-2026.pdf
US,Subway,All American Club,1 serving,410,,480,22,13,39,4,7,https://www.subway.com/en-us/-/media/northamerica/usa/nutrition/nutritiondocuments/2026/us_nutrition_en_1-2026.pdf
US,Subway,All American Club,1 serving,405,,690,40,15,53,3,9,https://www.subway.com/en-us/-/media/northamerica/usa/nutrition/nutritiondocuments/2026/us_nutrition_en_1-2026.pdf
US,Subway,All American Club,6-inch,242,,540,27,45,28,3,6,https://www.subway.com/en-us/-/media/northamerica/usa/nutrition/nutritiondocuments/2026/us_nutrition_en_1-2026.pdf
US,Subway,"All-American Club Meats (Ham, Turkey, Bacon)",1 serving,72,,140,15,2,8,0,1,https://www.subway.com/en-us/-/media/northamerica/usa/nutrition/nutritiondocuments/2026/us_nutrition_en_1-2026.pdf
